image,label,fold
/home/fang/Square_Task/squares/train/b/191.png,1,0
/home/fang/Square_Task/squares/train/c/91.jpg,2,1
/home/fang/Square_Task/squares/train/b/269.jpg,1,2
/home/fang/Square_Task/squares/train/c/287.png,2,3
/home/fang/Square_Task/squares/train/a/240.png,0,0
/home/fang/Square_Task/squares/train/a/163.jpg,0,1
/home/fang/Square_Task/squares/train/a/210.bmp,0,2
/home/fang/Square_Task/squares/train/b/284.png,1,3
/home/fang/Square_Task/squares/train/c/173.bmp,2,0
/home/fang/Square_Task/squares/train/c/334.png,2,1
/home/fang/Square_Task/squares/train/c/36.jpg,2,2
/home/fang/Square_Task/squares/train/b/473.jpg,1,3
/home/fang/Square_Task/squares/train/b/8.png,1,0
/home/fang/Square_Task/squares/train/a/122.png,0,1
/home/fang/Square_Task/squares/train/a/462.jpg,0,2
/home/fang/Square_Task/squares/train/b/204.bmp,1,3
/home/fang/Square_Task/squares/train/b/110.jpg,1,0
/home/fang/Square_Task/squares/train/c/160.png,2,1
/home/fang/Square_Task/squares/train/b/428.bmp,1,2
/home/fang/Square_Task/squares/train/c/306.png,2,3
/home/fang/Square_Task/squares/train/a/230.bmp,0,0
/home/fang/Square_Task/squares/train/c/303.png,2,1
/home/fang/Square_Task/squares/train/b/15.bmp,1,2
/home/fang/Square_Task/squares/train/c/471.jpg,2,3
/home/fang/Square_Task/squares/train/c/40.bmp,2,0
/home/fang/Square_Task/squares/train/b/389.png,1,1
/home/fang/Square_Task/squares/train/b/304.jpg,1,2
/home/fang/Square_Task/squares/train/c/297.png,2,3
/home/fang/Square_Task/squares/train/c/415.jpg,2,0
/home/fang/Square_Task/squares/train/b/130.jpg,1,1
/home/fang/Square_Task/squares/train/c/446.png,2,2
/home/fang/Square_Task/squares/train/c/43.png,2,3
/home/fang/Square_Task/squares/train/b/165.jpg,1,0
/home/fang/Square_Task/squares/train/b/378.bmp,1,1
/home/fang/Square_Task/squares/train/c/42.bmp,2,2
/home/fang/Square_Task/squares/train/c/307.bmp,2,3
/home/fang/Square_Task/squares/train/a/362.bmp,0,0
/home/fang/Square_Task/squares/train/c/196.bmp,2,1
/home/fang/Square_Task/squares/train/b/221.png,1,2
/home/fang/Square_Task/squares/train/b/82.png,1,3
/home/fang/Square_Task/squares/train/b/97.bmp,1,0
/home/fang/Square_Task/squares/train/a/371.jpg,0,1
/home/fang/Square_Task/squares/train/c/353.bmp,2,2
/home/fang/Square_Task/squares/train/a/245.png,0,3
/home/fang/Square_Task/squares/train/a/18.png,0,0
/home/fang/Square_Task/squares/train/a/233.png,0,1
/home/fang/Square_Task/squares/train/b/431.bmp,1,2
/home/fang/Square_Task/squares/train/b/216.png,1,3
/home/fang/Square_Task/squares/train/c/57.png,2,0
/home/fang/Square_Task/squares/train/c/198.jpg,2,1
/home/fang/Square_Task/squares/train/c/266.bmp,2,2
/home/fang/Square_Task/squares/train/c/112.png,2,3
/home/fang/Square_Task/squares/train/a/423.jpg,0,0
/home/fang/Square_Task/squares/train/c/187.bmp,2,1
/home/fang/Square_Task/squares/train/b/450.jpg,1,2
/home/fang/Square_Task/squares/train/c/322.bmp,2,3
/home/fang/Square_Task/squares/train/c/406.bmp,2,0
/home/fang/Square_Task/squares/train/c/195.jpg,2,1
/home/fang/Square_Task/squares/train/b/286.bmp,1,2
/home/fang/Square_Task/squares/train/c/376.png,2,3
/home/fang/Square_Task/squares/train/c/466.png,2,0
/home/fang/Square_Task/squares/train/a/161.png,0,1
/home/fang/Square_Task/squares/train/a/171.bmp,0,2
/home/fang/Square_Task/squares/train/b/325.jpg,1,3
/home/fang/Square_Task/squares/train/c/70.jpg,2,0
/home/fang/Square_Task/squares/train/b/373.jpg,1,1
/home/fang/Square_Task/squares/train/a/375.png,0,2
/home/fang/Square_Task/squares/train/b/437.png,1,3
/home/fang/Square_Task/squares/train/c/320.png,2,0
/home/fang/Square_Task/squares/train/c/25.bmp,2,1
/home/fang/Square_Task/squares/train/b/180.bmp,1,2
/home/fang/Square_Task/squares/train/a/212.bmp,0,3
/home/fang/Square_Task/squares/train/c/41.bmp,2,0
/home/fang/Square_Task/squares/train/b/305.png,1,1
/home/fang/Square_Task/squares/train/a/145.png,0,2
/home/fang/Square_Task/squares/train/a/65.bmp,0,3
/home/fang/Square_Task/squares/train/b/483.bmp,1,0
/home/fang/Square_Task/squares/train/a/164.bmp,0,1
/home/fang/Square_Task/squares/train/b/385.png,1,2
/home/fang/Square_Task/squares/train/a/170.bmp,0,3
/home/fang/Square_Task/squares/train/b/51.jpg,1,0
/home/fang/Square_Task/squares/train/c/165.jpg,2,1
/home/fang/Square_Task/squares/train/c/313.bmp,2,2
/home/fang/Square_Task/squares/train/c/456.jpg,2,3
/home/fang/Square_Task/squares/train/a/37.bmp,0,0
/home/fang/Square_Task/squares/train/c/93.jpg,2,1
/home/fang/Square_Task/squares/train/b/127.png,1,2
/home/fang/Square_Task/squares/train/a/121.jpg,0,3
/home/fang/Square_Task/squares/train/a/286.bmp,0,0
/home/fang/Square_Task/squares/train/a/23.jpg,0,1
/home/fang/Square_Task/squares/train/a/136.bmp,0,2
/home/fang/Square_Task/squares/train/b/381.png,1,3
/home/fang/Square_Task/squares/train/a/358.png,0,0
/home/fang/Square_Task/squares/train/a/410.bmp,0,1
/home/fang/Square_Task/squares/train/b/6.jpg,1,2
/home/fang/Square_Task/squares/train/c/13.png,2,3
/home/fang/Square_Task/squares/train/c/350.jpg,2,0
/home/fang/Square_Task/squares/train/b/433.bmp,1,1
/home/fang/Square_Task/squares/train/b/243.png,1,2
/home/fang/Square_Task/squares/train/a/378.bmp,0,3
/home/fang/Square_Task/squares/train/b/253.png,1,0
/home/fang/Square_Task/squares/train/a/488.jpg,0,1
/home/fang/Square_Task/squares/train/a/197.png,0,2
/home/fang/Square_Task/squares/train/b/247.bmp,1,3
/home/fang/Square_Task/squares/train/a/95.jpg,0,0
/home/fang/Square_Task/squares/train/b/355.bmp,1,1
/home/fang/Square_Task/squares/train/a/224.png,0,2
/home/fang/Square_Task/squares/train/c/327.jpg,2,3
/home/fang/Square_Task/squares/train/b/392.jpg,1,0
/home/fang/Square_Task/squares/train/b/75.jpg,1,1
/home/fang/Square_Task/squares/train/a/335.bmp,0,2
/home/fang/Square_Task/squares/train/a/309.png,0,3
/home/fang/Square_Task/squares/train/a/450.jpg,0,0
/home/fang/Square_Task/squares/train/a/379.jpg,0,1
/home/fang/Square_Task/squares/train/c/117.bmp,2,2
/home/fang/Square_Task/squares/train/c/289.png,2,3
/home/fang/Square_Task/squares/train/b/418.png,1,0
/home/fang/Square_Task/squares/train/c/480.jpg,2,1
/home/fang/Square_Task/squares/train/c/493.jpg,2,2
/home/fang/Square_Task/squares/train/c/492.jpg,2,3
/home/fang/Square_Task/squares/train/c/83.bmp,2,0
/home/fang/Square_Task/squares/train/b/179.bmp,1,1
/home/fang/Square_Task/squares/train/b/225.jpg,1,2
/home/fang/Square_Task/squares/train/c/229.png,2,3
/home/fang/Square_Task/squares/train/b/321.bmp,1,0
/home/fang/Square_Task/squares/train/a/139.jpg,0,1
/home/fang/Square_Task/squares/train/a/442.jpg,0,2
/home/fang/Square_Task/squares/train/c/396.jpg,2,3
/home/fang/Square_Task/squares/train/b/288.bmp,1,0
/home/fang/Square_Task/squares/train/a/101.bmp,0,1
/home/fang/Square_Task/squares/train/b/434.jpg,1,2
/home/fang/Square_Task/squares/train/a/13.png,0,3
/home/fang/Square_Task/squares/train/a/205.jpg,0,0
/home/fang/Square_Task/squares/train/c/141.jpg,2,1
/home/fang/Square_Task/squares/train/a/191.png,0,2
/home/fang/Square_Task/squares/train/b/46.bmp,1,3
/home/fang/Square_Task/squares/train/b/443.png,1,0
/home/fang/Square_Task/squares/train/c/54.bmp,2,1
/home/fang/Square_Task/squares/train/b/212.bmp,1,2
/home/fang/Square_Task/squares/train/b/337.bmp,1,3
/home/fang/Square_Task/squares/train/c/20.jpg,2,0
/home/fang/Square_Task/squares/train/b/100.png,1,1
/home/fang/Square_Task/squares/train/c/95.jpg,2,2
/home/fang/Square_Task/squares/train/c/358.png,2,3
/home/fang/Square_Task/squares/train/b/106.jpg,1,0
/home/fang/Square_Task/squares/train/b/452.bmp,1,1
/home/fang/Square_Task/squares/train/b/215.bmp,1,2
/home/fang/Square_Task/squares/train/a/248.png,0,3
/home/fang/Square_Task/squares/train/a/411.png,0,0
/home/fang/Square_Task/squares/train/c/47.png,2,1
/home/fang/Square_Task/squares/train/c/152.png,2,2
/home/fang/Square_Task/squares/train/a/178.png,0,3
/home/fang/Square_Task/squares/train/b/161.png,1,0
/home/fang/Square_Task/squares/train/c/19.jpg,2,1
/home/fang/Square_Task/squares/train/a/200.jpg,0,2
/home/fang/Square_Task/squares/train/b/475.png,1,3
/home/fang/Square_Task/squares/train/c/214.png,2,0
/home/fang/Square_Task/squares/train/a/266.bmp,0,1
/home/fang/Square_Task/squares/train/b/386.png,1,2
/home/fang/Square_Task/squares/train/a/409.png,0,3
/home/fang/Square_Task/squares/train/b/496.bmp,1,0
/home/fang/Square_Task/squares/train/b/264.png,1,1
/home/fang/Square_Task/squares/train/b/420.jpg,1,2
/home/fang/Square_Task/squares/train/b/351.png,1,3
/home/fang/Square_Task/squares/train/c/490.bmp,2,0
/home/fang/Square_Task/squares/train/c/142.jpg,2,1
/home/fang/Square_Task/squares/train/a/75.jpg,0,2
/home/fang/Square_Task/squares/train/c/450.jpg,2,3
/home/fang/Square_Task/squares/train/c/85.png,2,0
/home/fang/Square_Task/squares/train/b/196.bmp,1,1
/home/fang/Square_Task/squares/train/c/106.jpg,2,2
/home/fang/Square_Task/squares/train/c/124.jpg,2,3
/home/fang/Square_Task/squares/train/c/400.jpg,2,0
/home/fang/Square_Task/squares/train/c/227.jpg,2,1
/home/fang/Square_Task/squares/train/b/144.bmp,1,2
/home/fang/Square_Task/squares/train/b/317.jpg,1,3
/home/fang/Square_Task/squares/train/b/129.png,1,0
/home/fang/Square_Task/squares/train/c/156.bmp,2,1
/home/fang/Square_Task/squares/train/a/325.jpg,0,2
/home/fang/Square_Task/squares/train/b/415.jpg,1,3
/home/fang/Square_Task/squares/train/a/390.png,0,0
/home/fang/Square_Task/squares/train/a/324.png,0,1
/home/fang/Square_Task/squares/train/b/252.bmp,1,2
/home/fang/Square_Task/squares/train/a/472.bmp,0,3
/home/fang/Square_Task/squares/train/b/70.jpg,1,0
/home/fang/Square_Task/squares/train/b/387.bmp,1,1
/home/fang/Square_Task/squares/train/c/459.png,2,2
/home/fang/Square_Task/squares/train/b/167.png,1,3
/home/fang/Square_Task/squares/train/c/385.png,2,0
/home/fang/Square_Task/squares/train/c/199.jpg,2,1
/home/fang/Square_Task/squares/train/b/21.jpg,1,2
/home/fang/Square_Task/squares/train/a/201.png,0,3
/home/fang/Square_Task/squares/train/a/376.png,0,0
/home/fang/Square_Task/squares/train/b/459.png,1,1
/home/fang/Square_Task/squares/train/c/314.png,2,2
/home/fang/Square_Task/squares/train/c/76.bmp,2,3
/home/fang/Square_Task/squares/train/b/71.bmp,1,0
/home/fang/Square_Task/squares/train/b/408.png,1,1
/home/fang/Square_Task/squares/train/b/168.png,1,2
/home/fang/Square_Task/squares/train/c/102.jpg,2,3
/home/fang/Square_Task/squares/train/c/248.png,2,0
/home/fang/Square_Task/squares/train/c/170.bmp,2,1
/home/fang/Square_Task/squares/train/a/321.bmp,0,2
/home/fang/Square_Task/squares/train/c/470.bmp,2,3
/home/fang/Square_Task/squares/train/a/237.png,0,0
/home/fang/Square_Task/squares/train/a/9.jpg,0,1
/home/fang/Square_Task/squares/train/c/460.bmp,2,2
/home/fang/Square_Task/squares/train/c/210.bmp,2,3
/home/fang/Square_Task/squares/train/b/234.jpg,1,0
/home/fang/Square_Task/squares/train/b/96.bmp,1,1
/home/fang/Square_Task/squares/train/a/259.bmp,0,2
/home/fang/Square_Task/squares/train/a/398.bmp,0,3
/home/fang/Square_Task/squares/train/a/293.bmp,0,0
/home/fang/Square_Task/squares/train/b/261.png,1,1
/home/fang/Square_Task/squares/train/a/3.bmp,0,2
/home/fang/Square_Task/squares/train/a/113.jpg,0,3
/home/fang/Square_Task/squares/train/c/474.png,2,0
/home/fang/Square_Task/squares/train/c/265.png,2,1
/home/fang/Square_Task/squares/train/b/135.bmp,1,2
/home/fang/Square_Task/squares/train/c/151.png,2,3
/home/fang/Square_Task/squares/train/c/180.bmp,2,0
/home/fang/Square_Task/squares/train/b/257.jpg,1,1
/home/fang/Square_Task/squares/train/b/311.bmp,1,2
/home/fang/Square_Task/squares/train/b/126.jpg,1,3
/home/fang/Square_Task/squares/train/b/205.jpg,1,0
/home/fang/Square_Task/squares/train/c/267.bmp,2,1
/home/fang/Square_Task/squares/train/b/104.png,1,2
/home/fang/Square_Task/squares/train/c/270.bmp,2,3
/home/fang/Square_Task/squares/train/c/56.bmp,2,0
/home/fang/Square_Task/squares/train/b/56.bmp,1,1
/home/fang/Square_Task/squares/train/a/30.png,0,2
/home/fang/Square_Task/squares/train/a/403.bmp,0,3
/home/fang/Square_Task/squares/train/b/367.png,1,0
/home/fang/Square_Task/squares/train/c/323.jpg,2,1
/home/fang/Square_Task/squares/train/c/179.bmp,2,2
/home/fang/Square_Task/squares/train/b/388.bmp,1,3
/home/fang/Square_Task/squares/train/b/85.png,1,0
/home/fang/Square_Task/squares/train/a/483.bmp,0,1
/home/fang/Square_Task/squares/train/c/123.jpg,2,2
/home/fang/Square_Task/squares/train/a/55.png,0,3
/home/fang/Square_Task/squares/train/a/355.bmp,0,0
/home/fang/Square_Task/squares/train/b/332.bmp,1,1
/home/fang/Square_Task/squares/train/c/183.jpg,2,2
/home/fang/Square_Task/squares/train/c/65.bmp,2,3
/home/fang/Square_Task/squares/train/a/440.jpg,0,0
/home/fang/Square_Task/squares/train/a/347.bmp,0,1
/home/fang/Square_Task/squares/train/a/15.bmp,0,2
/home/fang/Square_Task/squares/train/c/37.bmp,2,3
/home/fang/Square_Task/squares/train/a/88.jpg,0,0
/home/fang/Square_Task/squares/train/c/239.png,2,1
/home/fang/Square_Task/squares/train/c/271.jpg,2,2
/home/fang/Square_Task/squares/train/c/312.bmp,2,3
/home/fang/Square_Task/squares/train/a/273.jpg,0,0
/home/fang/Square_Task/squares/train/a/190.bmp,0,1
/home/fang/Square_Task/squares/train/a/72.png,0,2
/home/fang/Square_Task/squares/train/b/123.jpg,1,3
/home/fang/Square_Task/squares/train/b/209.png,1,0
/home/fang/Square_Task/squares/train/b/328.png,1,1
/home/fang/Square_Task/squares/train/b/455.bmp,1,2
/home/fang/Square_Task/squares/train/c/135.bmp,2,3
/home/fang/Square_Task/squares/train/b/407.png,1,0
/home/fang/Square_Task/squares/train/a/79.png,0,1
/home/fang/Square_Task/squares/train/b/5.jpg,1,2
/home/fang/Square_Task/squares/train/a/302.png,0,3
/home/fang/Square_Task/squares/train/c/211.png,2,0
/home/fang/Square_Task/squares/train/b/400.jpg,1,1
/home/fang/Square_Task/squares/train/b/108.jpg,1,2
/home/fang/Square_Task/squares/train/b/322.bmp,1,3
/home/fang/Square_Task/squares/train/a/223.jpg,0,0
/home/fang/Square_Task/squares/train/c/44.jpg,2,1
/home/fang/Square_Task/squares/train/b/364.jpg,1,2
/home/fang/Square_Task/squares/train/b/300.jpg,1,3
/home/fang/Square_Task/squares/train/a/401.png,0,0
/home/fang/Square_Task/squares/train/b/140.png,1,1
/home/fang/Square_Task/squares/train/b/65.bmp,1,2
/home/fang/Square_Task/squares/train/b/390.png,1,3
/home/fang/Square_Task/squares/train/a/59.png,0,0
/home/fang/Square_Task/squares/train/a/467.jpg,0,1
/home/fang/Square_Task/squares/train/b/263.bmp,1,2
/home/fang/Square_Task/squares/train/b/0.jpg,1,3
/home/fang/Square_Task/squares/train/c/390.png,2,0
/home/fang/Square_Task/squares/train/b/136.bmp,1,1
/home/fang/Square_Task/squares/train/a/255.jpg,0,2
/home/fang/Square_Task/squares/train/c/473.jpg,2,3
/home/fang/Square_Task/squares/train/b/374.png,1,0
/home/fang/Square_Task/squares/train/c/447.bmp,2,1
/home/fang/Square_Task/squares/train/c/71.bmp,2,2
/home/fang/Square_Task/squares/train/c/206.bmp,2,3
/home/fang/Square_Task/squares/train/a/292.png,0,0
/home/fang/Square_Task/squares/train/b/55.png,1,1
/home/fang/Square_Task/squares/train/b/453.jpg,1,2
/home/fang/Square_Task/squares/train/a/402.png,0,3
/home/fang/Square_Task/squares/train/b/195.jpg,1,0
/home/fang/Square_Task/squares/train/a/454.jpg,0,1
/home/fang/Square_Task/squares/train/b/91.jpg,1,2
/home/fang/Square_Task/squares/train/b/458.jpg,1,3
/home/fang/Square_Task/squares/train/c/498.png,2,0
/home/fang/Square_Task/squares/train/c/278.jpg,2,1
/home/fang/Square_Task/squares/train/c/283.bmp,2,2
/home/fang/Square_Task/squares/train/b/451.bmp,1,3
/home/fang/Square_Task/squares/train/c/435.png,2,0
/home/fang/Square_Task/squares/train/b/226.jpg,1,1
/home/fang/Square_Task/squares/train/c/98.png,2,2
/home/fang/Square_Task/squares/train/a/476.bmp,0,3
/home/fang/Square_Task/squares/train/c/51.jpg,2,0
/home/fang/Square_Task/squares/train/b/193.png,1,1
/home/fang/Square_Task/squares/train/b/197.png,1,2
/home/fang/Square_Task/squares/train/c/18.png,2,3
/home/fang/Square_Task/squares/train/c/443.png,2,0
/home/fang/Square_Task/squares/train/a/250.jpg,0,1
/home/fang/Square_Task/squares/train/b/255.jpg,1,2
/home/fang/Square_Task/squares/train/c/27.jpg,2,3
/home/fang/Square_Task/squares/train/b/467.jpg,1,0
/home/fang/Square_Task/squares/train/c/339.jpg,2,1
/home/fang/Square_Task/squares/train/b/50.bmp,1,2
/home/fang/Square_Task/squares/train/a/299.bmp,0,3
/home/fang/Square_Task/squares/train/c/362.bmp,2,0
/home/fang/Square_Task/squares/train/a/463.bmp,0,1
/home/fang/Square_Task/squares/train/b/248.png,1,2
/home/fang/Square_Task/squares/train/b/457.jpg,1,3
/home/fang/Square_Task/squares/train/a/326.png,0,0
/home/fang/Square_Task/squares/train/a/306.png,0,1
/home/fang/Square_Task/squares/train/b/163.jpg,1,2
/home/fang/Square_Task/squares/train/b/376.png,1,3
/home/fang/Square_Task/squares/train/a/214.png,0,0
/home/fang/Square_Task/squares/train/b/357.jpg,1,1
/home/fang/Square_Task/squares/train/c/100.png,2,2
/home/fang/Square_Task/squares/train/b/412.png,1,3
/home/fang/Square_Task/squares/train/a/471.jpg,0,0
/home/fang/Square_Task/squares/train/b/186.jpg,1,1
/home/fang/Square_Task/squares/train/c/276.png,2,2
/home/fang/Square_Task/squares/train/c/291.bmp,2,3
/home/fang/Square_Task/squares/train/a/492.jpg,0,0
/home/fang/Square_Task/squares/train/a/112.png,0,1
/home/fang/Square_Task/squares/train/c/431.bmp,2,2
/home/fang/Square_Task/squares/train/a/92.bmp,0,3
/home/fang/Square_Task/squares/train/c/191.png,2,0
/home/fang/Square_Task/squares/train/c/472.bmp,2,1
/home/fang/Square_Task/squares/train/b/314.png,1,2
/home/fang/Square_Task/squares/train/b/419.png,1,3
/home/fang/Square_Task/squares/train/c/262.png,2,0
/home/fang/Square_Task/squares/train/a/93.jpg,0,1
/home/fang/Square_Task/squares/train/a/254.bmp,0,2
/home/fang/Square_Task/squares/train/a/57.png,0,3
/home/fang/Square_Task/squares/train/b/363.jpg,1,0
/home/fang/Square_Task/squares/train/b/477.jpg,1,1
/home/fang/Square_Task/squares/train/a/474.png,0,2
/home/fang/Square_Task/squares/train/a/446.png,0,3
/home/fang/Square_Task/squares/train/c/429.png,2,0
/home/fang/Square_Task/squares/train/a/274.jpg,0,1
/home/fang/Square_Task/squares/train/a/238.bmp,0,2
/home/fang/Square_Task/squares/train/b/499.bmp,1,3
/home/fang/Square_Task/squares/train/c/484.bmp,2,0
/home/fang/Square_Task/squares/train/a/63.bmp,0,1
/home/fang/Square_Task/squares/train/c/282.png,2,2
/home/fang/Square_Task/squares/train/c/90.png,2,3
/home/fang/Square_Task/squares/train/a/363.jpg,0,0
/home/fang/Square_Task/squares/train/c/5.jpg,2,1
/home/fang/Square_Task/squares/train/c/256.jpg,2,2
/home/fang/Square_Task/squares/train/a/253.png,0,3
/home/fang/Square_Task/squares/train/a/195.jpg,0,0
/home/fang/Square_Task/squares/train/c/309.png,2,1
/home/fang/Square_Task/squares/train/a/473.jpg,0,2
/home/fang/Square_Task/squares/train/c/64.bmp,2,3
/home/fang/Square_Task/squares/train/a/420.jpg,0,0
/home/fang/Square_Task/squares/train/c/231.bmp,2,1
/home/fang/Square_Task/squares/train/c/425.png,2,2
/home/fang/Square_Task/squares/train/c/58.png,2,3
/home/fang/Square_Task/squares/train/c/110.jpg,2,0
/home/fang/Square_Task/squares/train/b/233.png,1,1
/home/fang/Square_Task/squares/train/a/71.bmp,0,2
/home/fang/Square_Task/squares/train/c/468.png,2,3
/home/fang/Square_Task/squares/train/a/84.png,0,0
/home/fang/Square_Task/squares/train/a/374.png,0,1
/home/fang/Square_Task/squares/train/a/291.bmp,0,2
/home/fang/Square_Task/squares/train/c/382.png,2,3
/home/fang/Square_Task/squares/train/c/340.png,2,0
/home/fang/Square_Task/squares/train/b/296.png,1,1
/home/fang/Square_Task/squares/train/a/356.bmp,0,2
/home/fang/Square_Task/squares/train/b/88.jpg,1,3
/home/fang/Square_Task/squares/train/b/157.bmp,1,0
/home/fang/Square_Task/squares/train/a/328.png,0,1
/home/fang/Square_Task/squares/train/a/116.jpg,0,2
/home/fang/Square_Task/squares/train/c/451.bmp,2,3
/home/fang/Square_Task/squares/train/c/281.jpg,2,0
/home/fang/Square_Task/squares/train/a/144.bmp,0,1
/home/fang/Square_Task/squares/train/c/127.png,2,2
/home/fang/Square_Task/squares/train/a/222.bmp,0,3
/home/fang/Square_Task/squares/train/a/426.jpg,0,0
/home/fang/Square_Task/squares/train/b/292.png,1,1
/home/fang/Square_Task/squares/train/b/485.png,1,2
/home/fang/Square_Task/squares/train/b/448.jpg,1,3
/home/fang/Square_Task/squares/train/a/142.jpg,0,0
/home/fang/Square_Task/squares/train/c/269.jpg,2,1
/home/fang/Square_Task/squares/train/c/59.png,2,2
/home/fang/Square_Task/squares/train/b/239.png,1,3
/home/fang/Square_Task/squares/train/a/236.bmp,0,0
/home/fang/Square_Task/squares/train/c/286.bmp,2,1
/home/fang/Square_Task/squares/train/a/187.bmp,0,2
/home/fang/Square_Task/squares/train/c/448.jpg,2,3
/home/fang/Square_Task/squares/train/c/379.jpg,2,0
/home/fang/Square_Task/squares/train/a/114.bmp,0,1
/home/fang/Square_Task/squares/train/c/115.jpg,2,2
/home/fang/Square_Task/squares/train/a/425.png,0,3
/home/fang/Square_Task/squares/train/c/172.bmp,2,0
/home/fang/Square_Task/squares/train/a/327.jpg,0,1
/home/fang/Square_Task/squares/train/a/249.png,0,2
/home/fang/Square_Task/squares/train/a/215.bmp,0,3
/home/fang/Square_Task/squares/train/b/356.bmp,1,0
/home/fang/Square_Task/squares/train/a/7.png,0,1
/home/fang/Square_Task/squares/train/c/464.png,2,2
/home/fang/Square_Task/squares/train/a/123.jpg,0,3
/home/fang/Square_Task/squares/train/a/296.png,0,0
/home/fang/Square_Task/squares/train/c/423.jpg,2,1
/home/fang/Square_Task/squares/train/b/235.png,1,2
/home/fang/Square_Task/squares/train/b/67.jpg,1,3
/home/fang/Square_Task/squares/train/a/478.bmp,0,0
/home/fang/Square_Task/squares/train/b/139.jpg,1,1
/home/fang/Square_Task/squares/train/a/323.jpg,0,2
/home/fang/Square_Task/squares/train/c/164.bmp,2,3
/home/fang/Square_Task/squares/train/a/102.jpg,0,0
/home/fang/Square_Task/squares/train/b/47.png,1,1
/home/fang/Square_Task/squares/train/c/9.jpg,2,2
/home/fang/Square_Task/squares/train/a/28.jpg,0,3
/home/fang/Square_Task/squares/train/b/232.jpg,1,0
/home/fang/Square_Task/squares/train/a/351.png,0,1
/home/fang/Square_Task/squares/train/a/445.jpg,0,2
/home/fang/Square_Task/squares/train/c/475.png,2,3
/home/fang/Square_Task/squares/train/b/312.bmp,1,0
/home/fang/Square_Task/squares/train/a/8.png,0,1
/home/fang/Square_Task/squares/train/b/107.jpg,1,2
/home/fang/Square_Task/squares/train/b/131.bmp,1,3
/home/fang/Square_Task/squares/train/a/80.jpg,0,0
/home/fang/Square_Task/squares/train/b/52.png,1,1
/home/fang/Square_Task/squares/train/a/185.png,0,2
/home/fang/Square_Task/squares/train/a/119.jpg,0,3
/home/fang/Square_Task/squares/train/c/401.png,2,0
/home/fang/Square_Task/squares/train/c/233.png,2,1
/home/fang/Square_Task/squares/train/b/262.png,1,2
/home/fang/Square_Task/squares/train/b/425.png,1,3
/home/fang/Square_Task/squares/train/b/236.bmp,1,0
/home/fang/Square_Task/squares/train/c/347.bmp,2,1
/home/fang/Square_Task/squares/train/c/174.png,2,2
/home/fang/Square_Task/squares/train/a/231.bmp,0,3
/home/fang/Square_Task/squares/train/b/436.bmp,1,0
/home/fang/Square_Task/squares/train/b/223.jpg,1,1
/home/fang/Square_Task/squares/train/a/26.jpg,0,2
/home/fang/Square_Task/squares/train/c/189.bmp,2,3
/home/fang/Square_Task/squares/train/b/36.jpg,1,0
/home/fang/Square_Task/squares/train/a/430.png,0,1
/home/fang/Square_Task/squares/train/c/259.bmp,2,2
/home/fang/Square_Task/squares/train/a/202.bmp,0,3
/home/fang/Square_Task/squares/train/a/154.jpg,0,0
/home/fang/Square_Task/squares/train/c/216.png,2,1
